# ma sinh vien; ma mon hoc; diem
SV00858;017;6.81
SV00461;009;5.79
SV01304;008;7.21
SV00728;006;6.59
SV00712;005;4.59
SV00187;004;8.43
SV01520;015;8.30
SV01065;006;6.71
SV00807;008;8.76
SV02093;007;5.27
SV02002;004;6.17
SV00662;005;4.19
SV01591;007;6.60
SV01031;003;5.93
SV01656;018;6.80
SV01317;017;9.57
SV02011;008;9.40
SV00422;015;9.54
SV01851;014;5.67
SV01138;009;5.87
SV01877;011;8.06
SV00911;004;5.77
SV01634;018;7.95
SV01901;005;8.78
SV01440;005;9.81
SV01338;005;8.36
SV00238;006;8.97
SV00168;002;6.71
SV02143;007;6.28
SV00660;005;5.19
SV00537;006;8.14
SV01549;007;4.49
SV01115;006;5.11
SV00854;001;4.14
SV00301;008;5.11
SV01549;013;6.41
SV01689;004;9.25
SV01545;009;4.38
SV00997;005;6.93
SV01884;002;6.46
SV00182;018;6.28
SV00344;018;6.90
SV02069;007;9.50
SV00028;003;5.01
SV02025;007;5.64
SV00707;007;5.69
SV01649;011;9.18
SV00548;016;4.42
SV00945;017;8.28
SV01399;002;4.66
SV00873;007;7.84
SV00239;007;6.06
SV00567;002;6.51
SV01214;011;4.17
SV01179;011;7.27
SV01972;008;7.10
SV01746;007;6.50
SV01746;004;6.29
SV00633;009;4.92
SV00394;002;9.32
SV00190;008;9.88
SV01485;005;6.50
SV00476;011;9.37
SV00493;014;9.59
SV00501;014;8.79
SV01942;016;4.88
SV02102;001;6.02
SV01508;007;6.69
SV00840;008;8.55
SV01761;001;5.34
SV00808;015;5.22
SV00198;016;8.08
SV00658;008;9.31
SV00991;011;7.20
SV01892;010;9.21
SV00836;008;4.86
SV01736;018;4.48
SV01119;018;9.08
SV00451;001;4.83
SV01383;005;8.65
SV01431;007;7.40
SV00667;003;8.92
SV00070;013;8.08
SV01935;007;7.60
SV00013;006;9.94
SV00008;011;5.76
SV00299;005;6.77
SV01286;015;9.76
SV01792;002;5.95
SV01428;008;7.69
SV00979;001;7.34
SV00079;017;7.25
SV01563;014;6.74
SV01866;008;7.91
SV00854;010;7.06
SV00868;008;5.76
SV01350;005;9.28
SV01437;015;4.17
SV00254;003;8.59
SV00980;007;6.21
SV02156;005;6.92
SV00634;017;8.36
SV01174;016;8.73
SV00990;005;6.77
SV00508;004;7.06
SV00083;004;4.79
SV01971;003;9.48
SV01826;015;7.32
SV00451;008;7.97
SV01393;013;5.40
SV01604;003;7.25
SV00492;013;4.27
SV01562;006;5.10
SV01061;006;4.06
SV01679;007;6.85
SV01098;003;8.67
SV01060;009;9.38
SV00198;003;9.48
SV01444;014;7.78
SV01348;018;7.93
SV00622;004;9.16
SV01743;015;6.44
SV01468;007;8.47
SV00616;004;4.99
SV00039;013;9.73
SV01231;017;9.37
SV01508;010;8.04
SV01424;004;6.35
SV00301;007;8.57
SV01691;017;7.86
SV00263;003;7.32
SV01981;005;5.35
SV01768;009;7.60
SV01415;006;4.81
SV00750;006;4.28
SV01654;010;4.91
SV00519;002;4.83
SV02015;003;4.82
SV00917;010;5.15
SV00197;016;9.53
SV00953;004;6.41
SV01135;010;7.03
SV00846;006;6.00
SV00028;007;6.44
SV01238;016;5.83
SV01692;004;5.23
SV01717;001;7.91
SV01107;009;5.59
SV00619;006;4.28
SV00322;013;9.73
SV00578;006;4.60
SV00564;013;6.48
SV00513;004;7.03
SV02118;003;9.05
SV01214;009;9.57
SV01642;007;7.59
SV01237;014;9.41
SV01705;006;6.17
SV01499;004;4.16
SV02036;008;7.37
SV00464;003;7.18
SV01758;013;6.79
SV01893;003;8.95
SV01969;002;7.39
SV00515;001;8.18
SV00990;015;5.33
SV00394;004;7.90
SV00219;007;5.46
SV00331;008;6.01
SV00156;006;4.60
SV01827;008;5.18
SV00572;008;9.21
SV00482;008;5.06
SV01960;007;5.78
SV01601;009;8.09
SV02072;014;6.76
SV00976;004;8.69
SV00907;002;5.81
SV00786;002;9.55
SV00520;003;6.78
SV00824;002;8.82
SV01412;008;9.83
SV00985;018;7.25
SV01429;007;6.99
SV00666;005;7.64
SV00450;014;8.62
SV01060;005;9.95
SV01783;005;7.25
SV01131;004;9.64
SV00693;002;9.89
SV01266;006;9.42
SV01984;005;4.56
SV01671;011;8.08
SV01709;013;4.67
SV00068;006;4.79
SV01792;011;8.09
SV01302;008;8.80
SV01771;013;4.41
SV01104;001;7.46
SV00730;013;7.95
SV00214;003;8.61
SV01341;013;4.34
SV00101;001;8.24
SV01884;009;8.80
SV00689;010;7.96
SV02011;010;7.69
SV01924;018;7.93
SV02156;011;6.25
SV00466;018;6.93
SV00953;001;4.51
SV00120;006;7.28
SV00046;005;8.50
SV01714;013;9.57
SV00470;008;4.60
SV01930;016;4.14
SV02030;007;9.31
SV00508;008;5.06
SV00740;002;6.54
SV01612;018;4.28
SV00773;011;9.05
SV01302;013;9.59
SV00897;015;6.45
SV01714;006;8.76
SV00816;003;6.01
SV02118;005;5.97
SV02140;007;8.77
SV01595;001;6.57
SV01330;004;7.33
SV01028;010;4.83
SV00157;018;5.98
SV01243;002;6.75
SV00460;014;7.44
SV01131;017;6.09
SV00311;006;5.13
SV01300;006;6.83
SV00390;002;6.71
SV00597;008;5.76
SV01345;004;8.47
SV00718;004;7.98
SV00580;002;9.10
SV00561;007;5.76
SV01471;002;9.81
SV02046;001;7.02
SV00326;017;9.59
SV02066;015;6.36
SV02075;003;7.00
SV00522;004;5.79
SV01844;009;9.51
SV01058;003;9.24
SV00486;015;9.93
SV01205;018;9.86
SV00672;009;9.26
SV01960;004;7.56
SV01399;009;4.87
SV01869;011;5.28
SV01903;008;5.46
SV00317;007;6.58
SV00187;009;8.36
SV00071;004;6.43
SV00129;005;8.82
SV02018;008;5.29
SV01023;013;6.37
SV01352;004;4.15
SV00854;007;6.40
SV00499;017;4.95
SV02015;005;9.65
SV00543;018;9.99
SV00454;001;5.55
SV00325;015;8.99
SV00495;001;9.10
SV00357;011;5.81
SV00035;001;6.98
SV00783;010;4.50
SV00823;002;7.47
SV00391;006;8.51
SV00785;018;8.63
SV01866;001;7.75
SV00268;015;4.09
SV01111;017;7.41
SV01728;006;6.10
SV01211;007;7.22
SV00798;014;7.99
SV01645;014;8.45
SV00761;015;6.49
SV01394;017;9.37
SV01142;006;7.37
SV00267;003;4.04
SV00683;016;9.76
SV01184;008;8.06
SV00717;017;5.67
SV00132;007;5.77
SV00135;003;5.17
SV00503;007;8.39
SV00767;009;6.43
SV01373;003;5.98
SV00666;007;4.82
SV01171;001;5.42
SV00112;002;5.66
SV00184;005;9.31
SV00648;008;9.71
SV01228;003;7.53
SV00254;008;5.04
SV02016;011;9.44
SV02156;001;7.10
SV01612;003;9.04
SV00369;008;6.54
SV01864;016;8.38
SV00313;003;5.61
SV00624;006;8.32
SV01614;001;8.19
SV01260;013;4.69
SV01031;014;9.06
SV01992;001;5.12
SV01598;001;9.99
SV00597;006;6.58
SV01387;004;7.69
SV01302;007;7.76
SV01041;003;8.01
SV02154;010;9.28
SV02118;007;9.68
SV00321;013;9.67
SV00975;009;7.07
SV00954;009;4.80
SV01005;002;5.57
SV01124;016;4.62
SV01322;005;9.73
SV00071;006;4.39
SV01121;018;5.19
SV01567;010;7.41
SV00972;017;5.14
SV01091;006;4.62
SV01562;007;9.67
SV00368;004;8.81
SV00479;005;4.95
SV00724;009;6.00
SV00737;001;9.91
SV01313;015;7.23
SV00039;003;4.04
SV01559;009;6.91
SV02091;007;6.21
SV01161;003;4.08
SV01162;015;7.75
SV00464;009;9.26
SV00725;015;4.72
SV02030;001;6.94
SV01675;007;9.13
SV00527;005;5.39
SV01249;001;4.13
SV01754;007;7.20
SV00263;008;4.16
SV02051;008;6.71
SV01517;011;4.78
SV01860;006;9.08
SV01839;010;5.34
SV00113;014;9.17
SV01527;016;9.31
SV00693;007;5.86
SV00896;005;8.47
SV00952;003;7.88
SV01229;003;8.27
SV01839;007;9.48
SV00658;006;9.76
SV01019;004;9.00
SV00745;005;7.95
SV01512;001;8.46
SV00139;003;8.5
